"","CAMPUS","CDB00A001219R","CDB00A001019D","CDH00A001219R","CDH00A001019D","CDW00A001219R","CDW00A001019D"
"7390",220905044,33,67,30,3405,50,54
"7391",220905045,18,797,34,1628,29,-3
"7392",220905047,18,895,35,202,51,41
"7393",220905048,17,318,21,2004,11,27
"7394",220905049,29,59,29,1362,28,-3
"7395",220905050,38,130,33,2498,79,1032
"7396",220905051,40,58,30,2358,32,-3
"7397",220905052,23,840,36,1036,48,71
"7398",220905053,17,632,28,769,57,415
"7399",220905054,16,923,22,894,26,46
"7400",220905055,31,108,44,551,67,245
"7401",220905056,15,128,26,2446,32,96
"7402",220905057,21,145,34,2940,27,49
"7403",220905058,36,264,41,1367,55,469
"7404",220905059,13,1204,21,614,32,-3
"7405",220905060,20,969,35,1672,50,225
"7406",220905061,16,690,23,1090,29,277
"7407",220905062,,,18,45,,
"7408",220905063,29,259,17,291,47,32
"7409",220905064,17,251,24,442,33,12
"7410",220905066,,,,,,
"7411",220905067,22,46,22,903,70,10
"7412",220905069,21,28,29,660,78,258
"7413",220905070,17,726,28,1174,73,33
"7414",220905071,41,206,34,1578,55,1680
"7415",220905081,71,230,74,621,82,60
"7416",220905082,92,59,82,218,94,33
"7417",220905083,42,438,64,325,88,17
"7418",220905084,34,29,52,864,81,62
"7419",220905085,84,31,75,314,82,28
"7420",220905086,70,80,80,244,86,35
"7421",220905087,92,38,90,90,89,53
"7422",220905101,23,30,46,137,65,284
"7423",220905103,11,36,48,203,50,361
"7424",220905104,27,-3,85,27,100,11
"7425",220905105,19,143,26,377,17,12
"7426",220905107,40,43,62,325,71,187
"7427",220905110,25,229,29,330,7,-3
"7428",220905111,14,78,28,529,47,-3
"7429",220905114,22,9,41,879,25,8
"7430",220905115,0,13,29,421,21,19
"7431",220905116,21,29,40,307,82,330
"7432",220905117,35,250,33,165,44,9
"7433",220905118,26,359,31,129,32,37
"7434",220905119,17,63,29,693,71,28
"7435",220905120,0,-3,21,639,-1,-1
"7436",220905121,31,71,40,220,86,22
"7437",220905122,-1,-1,40,679,42,31
"7438",220905123,29,105,30,476,-1,-1
"7439",220905124,18,267,31,185,18,11
"7440",220905125,20,301,50,181,39,38
"7441",220905126,22,154,32,276,64,28
"7442",220905127,30,260,30,188,-1,-1
"7443",220905129,22,393,27,105,64,14
"7444",220905130,12,138,26,289,25,-3
"7445",220905131,80,-3,32,726,27,22
"7446",220905132,36,33,42,632,8,12
"7447",220905133,27,231,36,543,41,37
"7448",220905134,19,90,35,513,29,42
"7449",220905135,14,276,23,213,0,10
"7450",220905137,0,-3,30,663,17,12
"7451",220905138,,,35,539,63,-3
"7452",220905139,35,63,33,351,21,28
"7453",220905141,36,73,42,505,55,60
"7454",220905143,26,54,34,608,-1,-1
"7455",220905144,19,244,28,186,29,7
"7456",220905146,21,14,33,636,53,17
"7457",220905147,17,263,33,288,58,40
"7458",220905148,36,64,24,189,61,23
"7459",220905149,32,47,50,245,74,134
"7460",220905150,88,8,45,641,33,21
"7461",220905151,0,-3,42,474,26,31
"7462",220905152,19,85,31,554,-1,-1
"7463",220905153,16,409,23,120,33,6
"7464",220905154,28,109,38,331,29,86
"7465",220905156,36,162,44,172,62,380
"7466",220905157,11,28,37,562,51,100
"7467",220905159,50,38,29,374,24,-3
"7468",220905160,20,263,42,109,,
"7469",220905161,33,6,31,591,36,14
"7470",220905162,21,95,33,645,33,18
"7471",220905163,35,133,37,200,53,131
"7472",220905165,-1,-1,36,646,60,15
"7473",220905166,25,61,53,417,55,93
"7474",220905167,14,-3,25,961,47,76
"7475",220905168,-1,-1,35,584,50,-3
"7476",220905169,13,224,29,149,0,9
"7477",220905171,52,31,78,107,89,812
"7478",220905172,,,31,550,32,-3
"7479",220905175,44,-3,41,331,-1,-1
"7480",220905176,26,148,38,481,52,239
"7481",220905177,43,30,47,573,70,151
"7482",220905178,18,211,21,342,82,22
"7483",220905180,11,503,30,667,27,95
"7484",220905184,-1,-1,44,711,60,15
"7485",220905186,29,243,50,439,60,15
"7486",220905187,12,226,36,134,48,145
"7487",220905188,27,362,55,56,31,16
"7488",220905190,54,37,38,232,40,15
"7489",220905194,56,57,43,538,69,279
"7490",220905206,34,370,34,82,91,11
"7491",220905207,39,38,57,232,66,501
"7492",220905208,21,85,29,772,11,9
"7493",220905209,28,262,32,81,36,36
"7494",220905210,,,,,,
"7495",220905211,,,,,,
"7496",220905212,,,,,,
"7497",220905216,27,250,37,383,34,32
"7498",220905219,31,363,38,231,47,36
"7499",220905220,40,10,32,675,45,20
"7500",220905221,,,,,,
"7501",220905222,15,247,39,175,31,29
"7502",220905223,10,29,35,522,0,6
"7503",220905224,,,,,,
"7504",220905225,30,-3,50,475,63,24
"7505",220905226,13,72,24,274,7,14
"7506",220905227,0,5,32,598,20,5
"7507",220905228,,,,,,
"7508",220905242,,,,,,
"7509",220905251,,,,,,
"7510",220905252,,,,,,
"7511",220906001,41,133,54,586,80,1182
"7512",220906004,57,129,62,517,83,1020
"7513",220906006,-1,-1,12,43,50,20
"7514",220906007,71,77,81,191,81,922
"7515",220906008,50,12,51,169,87,70
"7516",220906041,41,97,34,785,62,1094
"7517",220906042,50,34,64,177,75,1448
"7518",220906043,43,246,58,427,72,1166
"7519",220906044,63,142,45,819,78,1351
"7520",220906101,54,-3,47,261,68,321
"7521",220906102,50,-3,70,44,77,474
"7522",220906103,35,62,38,154,45,309
"7523",220906104,21,57,34,549,57,122
"7524",220906105,76,17,65,75,66,402
"7525",220906106,41,112,32,133,62,337
"7526",220906107,50,24,80,80,73,349
"7527",220906108,95,-3,75,53,75,418
"7528",220906109,50,30,68,97,66,437
"7529",220906110,34,38,45,276,71,235
"7530",220906111,35,26,70,84,85,455
"7531",220907001,70,126,81,526,86,2472
"7532",220907002,56,464,65,991,71,936
"7533",220907004,54,315,68,797,76,1523
"7534",220907005,75,407,65,995,79,2043
"7535",220907039,,,8,12,65,17
"7536",220907041,71,112,65,409,70,2570
"7537",220907042,42,449,40,1073,55,1153
"7538",220907043,53,477,58,941,68,2061
"7539",220907044,50,130,63,420,73,1974
"7540",220907045,58,293,61,865,75,1801
"7541",220907046,40,408,50,634,64,2087
"7542",220907047,35,167,43,360,57,456
"7543",220907101,50,28,59,81,63,316
"7544",220907102,63,8,77,43,75,357
"7545",220907103,33,95,28,167,40,184
"7546",220907104,68,76,71,289,80,1768
"7547",220907105,36,11,40,173,42,191
"7548",220907106,39,82,31,144,52,175
"7549",220907107,29,222,39,849,57,727
"7550",220907108,87,15,52,50,69,330
"7551",220907109,43,53,44,121,56,384
"7552",220907110,60,25,64,81,74,350
"7553",220907111,35,40,32,153,53,111
"7554",220907112,40,-3,80,55,76,325
"7555",220907113,26,39,60,161,69,437
"7556",220907114,50,307,54,636,66,1559
"7557",220907116,41,44,42,205,49,223
"7558",220907117,45,42,44,151,59,273
"7559",220907118,50,56,72,112,72,401
"7560",220907119,40,47,49,116,61,375
"7561",220907120,70,-3,34,35,72,325
"7562",220907121,58,33,54,93,58,350
"7563",220907122,40,95,33,139,54,229
"7564",220907123,40,261,52,657,64,1180
"7565",220907124,41,69,59,127,68,407
"7566",220907125,20,45,41,250,48,256
"7567",220907126,47,62,60,166,49,81
"7568",220907128,,,,,,
"7569",220907129,35,-3,53,104,55,413
"7570",220907130,23,47,40,105,53,129
"7571",220907131,,,,,,
"7572",220908002,48,1338,55,761,56,524
"7573",220908003,66,563,70,542,81,1383
"7574",220908004,56,1205,63,611,68,321
"7575",220908005,57,489,56,901,73,1304
"7576",220908006,0,-3,8,12,18,11
"7577",220908007,68,1407,62,837,76,829
"7578",220908008,93,15,92,12,93,27
"7579",220908009,92,119,87,134,90,62
"7580",220908041,48,590,47,1018,61,1171
"7581",220908042,47,1177,65,750,64,657
"7582",220908043,61,685,57,719,78,1452
"7583",220908044,60,1475,68,722,76,993
"7584",220908045,51,1384,48,758,63,374
"7585",220908046,51,416,51,956,69,1413
"7586",220908101,49,102,45,319,70,129
"7587",220908103,29,31,48,183,67,405
"7588",220908105,56,64,60,86,68,359
"7589",220908106,62,129,60,121,74,122
"7590",220908107,27,282,39,102,53,81
"7591",220908109,51,115,47,198,55,80
"7592",220908110,57,86,60,67,72,296
"7593",220908111,42,171,39,110,51,122
"7594",220908112,42,143,63,131,64,72
"7595",220908113,71,42,49,257,59,111
"7596",220908114,59,226,51,133,72,227
"7597",220908115,53,110,46,128,61,253
"7598",220908116,50,159,40,124,62,226
"7599",220908117,47,192,45,125,69,49
"7600",220908118,62,93,60,115,63,176
"7601",220908119,48,252,48,121,41,86
"7602",220908120,65,220,62,116,82,213
"7603",220908121,68,330,74,104,78,148
"7604",220908122,53,229,57,138,67,42
"7605",220908123,28,137,53,64,62,144
"7606",220908124,49,80,43,113,51,156
"7607",220908125,50,262,62,78,67,94
"7608",220908126,56,80,64,103,67,250
"7609",220908201,51,474,51,716,71,858
"7610",220908202,38,682,50,458,60,378
"7611",220908204,56,321,56,743,75,960
"7612",220908205,53,843,48,572,72,288
"7613",220908206,62,1001,63,461,74,675
"7614",220908207,53,405,59,446,74,840
"7615",220910001,29,217,37,891,47,236
"7616",220910042,18,304,23,1001,33,275
"7617",220910043,19,193,23,717,35,199
"7618",220910101,31,62,21,141,38,107
"7619",220910103,12,132,19,151,24,108
"7620",220910104,14,14,20,476,25,32
"7621",220912001,39,1363,52,1015,60,466
"7622",220912002,43,2044,58,1021,65,347
"7623",220912041,21,1399,32,889,38,508
"7624",220912042,23,1081,35,740,48,182
"7625",220912043,28,1458,40,748,55,362
"7626",220912101,38,149,41,129,37,164
"7627",220912102,31,181,51,242,55,42
"7628",220912103,46,89,41,217,51,95
"7629",220912104,21,189,39,233,51,70
"7630",220912105,30,264,49,101,83,24
"7631",220912106,21,282,50,197,56,18
"7632",220912107,42,253,48,155,45,87
"7633",220912108,28,319,43,191,60,122
"7634",220912109,23,278,41,189,37,19
"7635",220912110,21,177,46,143,33,69
"7636",220912111,39,682,55,394,63,213
"7637",220912112,32,457,38,402,45,314
"7638",220912113,19,689,29,500,35,123
"7639",220912114,28,731,39,529,51,71
"7640",220914001,53,375,57,342,70,594
"7641",220914004,,,,,,
"7642",220914041,37,404,39,373,49,617
"7643",220914101,41,278,45,288,56,492
"7644",220914102,40,75,52,127,61,279
"7645",220914103,31,139,51,107,51,144
"7646",220915001,48,50,54,526,65,1780
"7647",220915003,,,9,11,28,39
"7648",220915041,13,15,44,390,54,1308
"7649",220915042,27,15,36,371,49,1068
"7650",220915102,60,5,39,127,47,278
"7651",220915103,-1,-1,45,99,47,420
"7652",220915104,9,23,36,336,43,997
"7653",220915105,-1,-1,29,76,41,333
"7654",220915106,0,-3,27,101,39,421
"7655",220915107,56,9,55,300,54,727
"7656",220915108,,,39,152,44,277
"7657",220916001,51,338,60,605,79,679
"7658",220916002,56,503,63,619,77,555
"7659",220916004,,,,,,
"7660",220916005,17,30,34,53,50,14
"7661",220916007,,,,,,
"7662",220916041,56,932,62,1006,77,1046
"7663",220916042,55,907,64,1056,69,732
"7664",220916043,56,588,53,1319,69,1175
"7665",220916044,64,324,68,675,83,1377
"7666",220916045,63,582,75,774,81,1195
"7667",220916102,34,139,37,619,64,91
"7668",220916103,36,121,47,242,57,345
"7669",220916105,43,226,49,324,57,185
"7670",220916106,40,91,49,429,57,97
"7671",220916107,53,19,50,475,55,212
"7672",220916108,48,156,55,196,62,255
"7673",220916110,33,189,43,206,55,229
"7674",220916111,47,122,42,217,59,257
"7675",220916112,40,258,47,219,61,236
"7676",220916113,32,210,42,132,59,234
"7677",220916114,42,262,49,230,62,143
"7678",220916115,39,114,50,179,60,298
"7679",220916116,45,281,45,229,54,276
"7680",220916117,36,171,40,209,62,291
"7681",220916118,43,219,47,257,66,336
"7682",220916119,51,78,54,214,70,705
"7683",220916121,43,159,43,189,56,299
"7684",220916122,60,128,63,294,69,543
"7685",220916123,45,138,54,208,64,458
"7686",220916125,52,356,58,226,66,273
"7687",220917001,59,22,49,1223,52,185
"7688",220917003,,,19,53,50,-3
"7689",220917004,,,,,,
"7690",220917041,21,29,29,2054,40,359
"7691",220917101,27,11,38,562,43,164
"7692",220917102,67,-3,39,752,44,147
"7693",220917104,42,12,30,486,52,63
"7694",220918001,61,223,62,932,74,1250
"7695",220918002,6,-3,21,42,12,50
"7696",220918003,,,,,,
"7697",220918004,57,380,60,1111,75,718
"7698",220918005,,,,,,
"7699",220918006,53,364,56,1254,67,947
"7700",220918007,,,,,,
"7701",220918041,44,153,41,958,60,1467
"7702",220918042,53,288,50,1127,67,831
"7703",220918043,44,326,57,1084,61,1102
"7704",220918044,34,354,41,1204,49,638
"7705",220918045,35,434,44,1159,55,1010
"7706",220918101,51,57,36,536,33,83
"7707",220918102,53,19,47,180,58,634
"7708",220918103,29,7,37,228,58,192
"7709",220918104,24,92,36,240,43,298
"7710",220918105,51,55,38,165,56,148
"7711",220918106,37,92,40,295,44,332
"7712",220918107,39,85,42,293,51,219
"7713",220918108,37,107,34,297,50,349
"7714",220918109,21,58,53,359,67,410
"7715",220918110,42,136,32,228,57,428
"7716",220918111,23,190,30,235,49,144
"7717",220918112,37,62,53,355,60,484
"7718",220918113,35,95,39,327,51,241
"7719",220918114,43,49,36,414,49,350
"7720",220918115,36,98,46,499,53,205
"7721",220919001,94,-3,91,57,93,519
"7722",220919003,91,34,82,233,87,1626
"7723",220919041,84,73,80,278,85,1452
"7724",220919043,95,41,84,229,89,1499
"7725",220919101,60,15,69,58,81,416
"7726",220919102,85,13,82,38,90,336
"7727",220919103,84,19,79,52,81,504
"7728",220919104,50,6,78,60,81,330
"7729",220919106,73,-3,72,169,82,1135
"7730",220919107,60,5,78,41,94,303
"7731",220919108,81,26,79,160,87,913
"7732",220920001,31,262,48,1144,55,1176
"7733",220920004,,,,,,
"7734",220920041,31,351,38,1625,47,1435
"7735",220920101,37,38,60,240,63,199
"7736",220920102,26,54,44,311,52,238
"7737",220920103,35,23,27,217,33,133
"7738",220920104,20,61,36,171,45,321
"7739",220920105,27,192,46,973,54,1000
"7740",220920106,52,21,63,159,70,279
"7741",221801005,52,125,33,76,32,183
"7742",221801011,67,-3,54,113,64,488
"7743",221801014,42,88,47,110,63,116
"7744",221801020,44,52,67,178,76,726
"7745",221801022,22,208,30,407,30,595
"7746",221801023,37,79,49,140,65,232
"7747",221801025,-1,-1,45,86,52,119
"7748",221801026,44,59,35,337,57,35
"7749",221801027,11,-3,75,28,60,25
"7750",221801033,37,19,-1,-1,68,95
"7751",221801034,42,113,43,204,65,302
"7752",221801039,36,214,54,385,53,15
"7753",221801040,,,,,,
"7754",221801043,36,103,53,248,70,852
"7755",221801044,,,47,258,44,9
"7756",221801045,26,74,30,47,41,76
"7757",221801046,44,86,41,181,53,359
"7758",221801048,43,80,57,129,57,21
"7759",221801050,33,101,35,264,53,258
"7760",221801051,86,44,91,104,90,115
"7761",221801052,31,87,30,43,67,83
"7762",221801053,50,36,46,52,76,108
"7763",221801055,47,19,28,142,59,22
"7764",221801056,78,18,89,123,87,189
"7765",221801057,47,159,37,218,39,18
"7766",221801058,36,-3,54,188,61,728
"7767",221801059,59,39,49,37,53,43
"7768",221801060,20,30,33,30,50,121
"7769",221801061,11,122,22,1053,51,83
"7770",221801062,30,431,33,120,27,15
"7771",221801063,35,-3,39,92,63,428
"7772",221801064,82,28,49,37,59,206
"7773",221801065,39,297,45,38,,
"7774",221801066,50,50,37,259,46,482
"7775",221801067,25,8,44,146,55,225
"7776",221801068,61,108,67,138,67,514
"7777",221901001,41,362,45,1600,69,824
"7778",221901002,35,332,43,1018,64,855
"7779",221901003,20,30,19,117,27,73
"7780",221901006,,,,,,
"7781",221901007,,,,,,
"7782",221901008,,,,,,
"7783",221901010,96,24,72,134,89,202
"7784",221901044,29,247,28,1092,50,1035
"7785",221901045,26,295,32,1389,52,747
"7786",221901047,27,409,36,949,46,816
"7787",221901048,31,295,28,1253,58,890
"7788",221901102,40,40,51,212,64,418
"7789",221901103,24,45,29,276,40,294
"7790",221901104,40,50,30,305,51,270
"7791",221901108,55,44,41,153,58,256
"7792",221901112,27,64,29,231,35,320
"7793",221901113,26,84,28,434,47,251
"7794",221901116,18,85,23,273,36,170
"7795",221901120,12,102,26,261,34,102
"7796",221901121,15,123,34,229,58,304
"7797",221901142,,,,,,
"7798",221901150,46,41,41,222,57,341
"7799",221901151,37,86,42,269,62,177
"7800",221901152,19,79,28,524,27,78
"7801",221901153,27,63,37,178,52,228
"7802",221901155,27,79,38,513,38,128
"7803",221901156,,,,,,
"7804",221901208,,,,,,
"7805",221904001,67,-3,49,146,49,366
"7806",221904041,14,7,35,205,32,496
"7807",221904102,,,42,154,49,415
"7808",221905001,-1,-1,19,31,42,238
"7809",221911001,,,48,58,65,385
"7810",221911041,50,10,40,107,60,804
"7811",221911101,,,66,50,66,275
"7812",221911102,,,38,37,68,353
"7813",221912001,69,89,72,274,84,1086
"7814",221912041,72,81,66,411,72,1729
"7815",221912101,50,18,58,72,65,214
"7816",221912103,55,77,61,372,67,1220
"7817",221912106,,,,,,
"7818",221912107,59,58,59,241,76,906
"7819",221912108,,,,,,
"7820",222901001,-1,-1,45,121,70,73
"7821",223901001,22,-3,35,595,41,123
"7822",223901005,,,9,23,0,5
"7823",223901041,26,34,27,782,36,154
"7824",223901101,,,,,,
"7825",223901102,32,28,27,788,34,146
"7826",223901103,,,,,,
"7827",223902001,,,20,347,53,152
"7828",223904001,33,6,37,258,61,247
"7829",224901001,0,-3,20,35,26,175
"7830",224902001,,,40,-3,41,201
"7831",225902001,45,257,50,1494,68,370
"7832",225902003,,,,,,
"7833",225902041,32,302,40,1767,65,434
"7834",225902042,20,201,36,1360,49,295
"7835",225902101,38,34,39,349,71,56
"7836",225902102,35,23,53,370,59,101
"7837",225902103,32,66,56,298,63,99
"7838",225902104,26,69,55,349,38,16
"7839",225902105,,,,,,
"7840",225906001,50,8,31,169,67,243
"7841",225906041,0,13,48,251,62,392
"7842",225906101,33,15,39,206,68,326
"7843",225907101,53,17,34,597,52,527
"7844",226801001,49,45,41,1265,59,775
"7845",226801002,13,40,14,630,33,216
"7846",226801003,27,446,21,194,42,105
"7847",226801004,38,48,31,339,47,242
"7848",226901001,,,49,108,63,456
"7849",226901002,,,,,-1,-1
"7850",226901005,,,,,,
"7851",226901101,,,32,69,53,189
"7852",226901102,,,,,,
"7853",226903001,36,192,41,2830,64,1442
"7854",226903002,12,66,29,1221,39,310
"7855",226903038,,,,,,
"7856",226903042,37,131,27,1916,49,1348
"7857",226903043,31,139,29,1950,53,971
"7858",226903045,23,96,24,1863,33,486
"7859",226903101,36,11,31,283,46,48
"7860",226903102,26,23,18,419,27,119
"7861",226903103,28,29,18,250,38,104
"7862",226903104,,,,,,
"7863",226903105,42,-3,29,325,44,190
"7864",226903106,27,26,28,425,41,51
"7865",226903108,47,17,40,230,46,162
"7866",226903110,33,30,41,294,38,63
"7867",226903111,-1,-1,46,280,86,344
"7868",226903112,48,21,42,234,52,143
"7869",226903113,24,21,28,538,40,151
"7870",226903114,29,7,23,301,42,173
"7871",226903115,50,28,34,199,45,127
"7872",226903116,10,-3,32,351,45,22
"7873",226903117,,,,,,
"7874",226903119,14,-3,27,351,43,88
"7875",226903120,-1,-1,54,210,72,278
"7876",226903122,21,19,40,329,55,371
"7877",226903123,38,16,23,391,40,344
"7878",226905001,,,57,49,53,184
"7879",226905003,,,,,,
"7880",226905007,,,,,,
"7881",226905101,33,9,33,83,54,180
"7882",226905180,,,,,,
"7883",226905195,,,,,-1,-1
"7884",226905202,,,,,-1,-1
"7885",226906001,,,71,107,85,316
"7886",226906002,,,67,6,40,5
"7887",226906005,,,,,,
"7888",226906041,-1,-1,51,145,78,633
"7889",226906101,,,53,138,73,560
"7890",226906191,,,,,,
"7891",226907001,-1,-1,47,201,51,165
"7892",226907002,,,-1,-1,8,-3
"7893",226907005,,,,,,
"7894",226907041,8,12,26,324,39,404
"7895",226907101,,,23,331,33,356
"7896",226907104,,,,,,
"7897",226908001,-1,-1,44,107,51,142
"7898",226908002,,,,,,
"7899",226908005,,,,,,
"7900",226908101,-1,-1,54,79,42,109
"7901",227803001,25,64,23,1068,47,162
"7902",227803101,24,33,44,135,64,167
"7903",227803102,25,40,35,537,62,65
"7904",227803103,10,21,21,374,53,47
"7905",227804101,44,188,42,479,78,601
"7906",227804102,38,16,31,36,69,68
"7907",227805041,43,508,20,69,,
"7908",227805101,,,,,,
"7909",227806005,,,,,,
"7910",227806009,,,,,,
"7911",227806015,,,,,,
"7912",227806017,,,-1,-1,,
"7913",227806023,,,,,,
"7914",227806024,,,,,,
"7915",227806025,0,27,0,18,,
"7916",227806029,,,,,,
"7917",227806030,,,,,,
"7918",227806031,63,8,47,15,62,34
"7919",227806032,,,,,,
"7920",227806034,,,,,,
"7921",227806037,,,,,,
"7922",227806040,,,-1,-1,,
"7923",227806041,,,,,,
"7924",227806043,,,29,7,31,13
"7925",227806044,,,,,,
"7926",227806045,,,,,,
"7927",227806046,,,-1,-1,,
"7928",227806049,,,,,,
"7929",227806051,,,,,,
"7930",227806052,,,,,,
"7931",227814001,67,55,72,119,80,271
"7932",227816001,42,92,30,941,42,66
"7933",227816002,48,206,46,1107,67,221
"7934",227816003,46,128,30,184,68,114
"7935",227816004,60,161,46,220,68,212
"7936",227816005,60,40,34,532,78,27
"7937",227816006,43,82,61,51,55,128
"7938",227816101,52,46,45,1112,67,48
"7939",227817001,39,31,48,223,81,67
"7940",227817101,53,70,33,427,73,11
"7941",227819101,36,14,45,221,78,55
"7942",227820001,68,-3,64,827,-1,-1
"7943",227820002,50,24,55,777,89,9
"7944",227820013,73,128,67,602,-1,-1
"7945",227820014,47,77,60,670,71,7
"7946",227820015,48,208,49,487,-1,-1
"7947",227820016,48,511,52,264,-1,-1
"7948",227820017,52,27,62,287,,
"7949",227820020,50,14,51,1016,73,15
"7950",227820030,33,99,37,73,,
"7951",227820041,68,25,51,1224,43,28
"7952",227820042,29,65,50,1258,53,17
"7953",227820043,33,24,47,1290,56,16
"7954",227820044,35,84,44,1075,38,-3
"7955",227820050,69,346,53,855,45,11
"7956",227820051,44,153,55,1133,38,-3
"7957",227820052,76,160,55,1074,100,5
"7958",227820053,37,335,45,622,67,-3
"7959",227820054,54,13,50,1142,100,6
"7960",227820055,44,356,46,606,14,-3
"7961",227820056,71,145,64,1047,21,14
"7962",227820057,31,627,42,549,65,20
"7963",227820058,37,906,34,363,-1,-1
"7964",227820059,59,493,51,603,89,9
"7965",227820060,31,68,38,750,22,9
"7966",227820061,24,72,37,382,67,6
"7967",227820071,29,469,35,776,52,23
"7968",227820072,26,735,37,298,36,-3
"7969",227820073,26,252,32,243,,
"7970",227820081,40,48,36,1349,59,22
"7971",227820082,22,18,37,1331,54,39
"7972",227820083,34,29,49,1182,59,37
"7973",227820101,33,12,35,517,57,23
"7974",227820102,36,33,39,517,33,6
"7975",227820103,43,-3,42,539,64,11
"7976",227820104,32,38,37,433,58,26
"7977",227820205,80,228,58,309,-1,-1
"7978",227820206,40,114,37,550,,
"7979",227820207,90,81,62,493,-1,-1
"7980",227820209,70,-3,54,562,-1,-1
"7981",227820211,41,307,31,373,,
"7982",227820212,67,48,51,452,55,11
"7983",227820213,34,263,40,200,30,10
"7984",227820214,29,390,37,158,,
"7985",227820215,79,104,69,104,,
"7986",227820216,,,,,,
"7987",227820217,,,,,,
"7988",227820301,20,370,19,102,0,9
"7989",227820302,23,315,21,280,0,16
"7990",227820303,30,122,53,60,-1,-1
"7991",227820401,27,-3,23,585,,
"7992",227820402,14,21,19,545,-1,-1
"7993",227821101,0,12,30,168,48,464
"7994",227824001,44,16,33,144,50,6
"7995",227824002,39,80,31,770,55,-3
"7996",227824003,,,37,54,,
"7997",227824004,25,8,30,113,40,5
"7998",227825001,32,57,31,1756,69,16
"7999",227825003,40,72,32,1087,73,15
"8000",227826101,45,44,29,199,58,154
"8001",227827001,24,29,23,31,27,59
"8002",227827002,-1,-1,,,-1,-1
"8003",227827003,-1,-1,0,5,-1,-1
"8004",227828001,0,-3,17,48,67,6
"8005",227829001,28,40,42,159,57,447
"8006",227901002,55,118,56,1180,86,1389
"8007",227901004,48,174,44,1847,54,52
"8008",227901005,49,188,69,724,88,1153
"8009",227901006,35,255,45,1339,59,32
"8010",227901007,42,143,41,1560,51,73
"8011",227901008,36,174,48,1603,77,357
"8012",227901009,53,190,69,956,87,1336
"8013",227901012,,,,,,
"8014",227901013,77,83,80,1097,91,1988
"8015",227901014,30,439,37,695,70,20
"8016",227901015,-1,-1,35,43,92,26
"8017",227901017,48,266,54,3384,75,484
"8018",227901018,100,25,99,286,100,636
"8019",227901019,28,58,47,483,47,15
"8020",227901025,0,-3,15,55,-1,-1
"8021",227901026,0,8,26,38,,
"8022",227901027,,,,,,
"8023",227901028,60,83,71,1057,90,446
"8024",227901029,-1,-1,29,93,40,-3
"8025",227901030,-1,-1,,,,
"8026",227901032,,,,,,
"8027",227901035,,,-1,-1,,
"8028",227901036,,,,,,
"8029",227901043,27,133,36,1782,84,748
"8030",227901044,33,333,56,1117,94,1364
"8031",227901045,40,150,50,1101,79,1970
"8032",227901046,21,173,22,2143,23,108
"8033",227901047,30,109,35,955,73,1188
"8034",227901051,25,188,23,1074,44,34
"8035",227901052,20,161,42,1153,66,2063
"8036",227901053,30,142,21,1514,19,43
"8037",227901054,29,136,32,2056,45,132
"8038",227901055,30,142,27,1186,19,47
"8039",227901057,31,120,30,1171,58,552
"8040",227901058,13,133,16,1485,25,12
"8041",227901059,31,133,46,1428,65,1071
"8042",227901060,38,108,46,1521,70,1698
"8043",227901061,22,156,25,2037,57,216
"8044",227901062,76,51,74,803,81,2432
"8045",227901064,22,268,34,765,24,33
"8046",227901065,26,177,25,745,40,25
"8047",227901101,21,29,38,442,44,9
"8048",227901102,14,49,22,253,63,8
"8049",227901103,,,53,165,72,413
"8050",227901104,0,14,51,255,73,167
"8051",227901105,27,91,35,197,95,40
"8052",227901106,57,37,41,312,86,100
"8053",227901107,53,17,48,264,80,460
"8054",227901108,57,28,41,195,38,8
"8055",227901109,25,8,32,201,0,10
"8056",227901110,25,-3,65,119,75,413
"8057",227901111,29,107,36,55,86,14
"8058",227901112,38,8,61,127,79,744
"8059",227901113,14,28,34,224,62,100
"8060",227901114,65,31,33,257,72,65
"8061",227901115,,,,,,
"8062",227901116,25,24,25,345,-1,-1
"8063",227901117,62,26,67,124,76,525
"8064",227901118,7,46,26,410,40,5
"8065",227901119,50,-3,43,126,73,647
"8066",227901120,-1,-1,30,183,76,74
"8067",227901121,44,27,50,130,80,322
"8068",227901122,18,84,41,147,73,271
"8069",227901123,57,-3,50,182,76,217
"8070",227901124,10,-3,32,213,-1,-1
"8071",227901125,27,51,26,163,83,6
"8072",227901126,41,22,42,234,58,-3
"8073",227901127,50,10,34,258,0,5
"8074",227901128,57,23,27,128,79,149
"8075",227901129,25,102,38,226,25,8
"8076",227901130,15,41,35,393,60,10
"8077",227901132,60,10,52,153,65,20
"8078",227901133,-1,-1,44,217,71,110
"8079",227901136,40,10,35,264,57,35
"8080",227901138,19,47,47,257,64,359
"8081",227901139,23,-3,37,59,-1,-1
"8082",227901140,23,40,33,336,78,131
"8083",227901141,21,61,28,474,13,47
"8084",227901143,15,-3,38,362,65,570
"8085",227901144,61,18,44,444,41,-3
"8086",227901145,44,48,49,234,,
"8087",227901146,50,10,53,251,70,405
"8088",227901147,27,33,35,540,49,225
"8089",227901148,40,25,32,489,67,420
"8090",227901149,23,30,20,366,16,19
"8091",227901150,45,88,56,103,,
"8092",227901151,41,51,33,292,63,103
"8093",227901152,42,38,27,549,28,25
"8094",227901154,55,-3,67,175,81,737
"8095",227901155,45,38,57,189,76,857
"8096",227901156,14,29,29,424,71,38
