"","CAMPUS","CDB00A001219R","CDB00A001019D","CDH00A001219R","CDH00A001019D","CDW00A001219R","CDW00A001019D"
"2944",71806006,-1,-1,48,948,77,35
"2945",71807101,,,25,-3,-1,-1
"2946",71809001,89,9,62,416,74,19
"2947",71810001,-1,-1,43,525,-1,-1
"2948",71901001,,,51,1003,73,-3
"2949",71901002,,,47,1232,50,34
"2950",71901004,55,11,42,2392,63,41
"2951",71901009,-1,-1,86,342,71,7
"2952",71901041,,,41,1539,50,22
"2953",71901042,-1,-1,34,1876,67,18
"2954",71901044,50,16,37,1921,33,51
"2955",71901045,,,44,2100,52,23
"2956",71901101,,,37,1248,50,32
"2957",71901102,,,46,848,38,16
"2958",71901103,29,7,48,1206,46,61
"2959",71901104,,,42,736,27,11
"2960",71901105,,,38,1198,35,17
"2961",71901106,,,36,944,29,14
"2962",71902001,42,190,43,1701,50,184
"2963",71902002,45,53,41,1860,68,103
"2964",71902003,-1,-1,25,2456,17,6
"2965",71902004,87,53,50,2046,66,96
"2966",71902005,76,49,57,2875,78,457
"2967",71902006,62,21,54,1918,81,121
"2968",71902008,28,74,35,1917,47,79
"2969",71902009,-1,-1,36,1808,20,10
"2970",71902010,76,84,61,3158,80,482
"2971",71902011,94,17,96,761,91,35
"2972",71902012,55,212,54,1868,72,310
"2973",71902015,100,17,89,356,90,51
"2974",71902019,47,30,47,583,71,90
"2975",71902020,,,12,164,-1,-1
"2976",71902025,,,,,,
"2977",71902027,,,,,,
"2978",71902032,,,,,,
"2979",71902040,,,,,,
"2980",71902041,33,9,34,1976,-1,-1
"2981",71902042,32,130,40,1555,47,322
"2982",71902043,10,60,30,1805,53,77
"2983",71902044,,,24,1897,8,13
"2984",71902045,35,117,42,1380,58,138
"2985",71902046,34,47,33,1605,49,95
"2986",71902047,28,43,37,1812,25,63
"2987",71902048,22,76,35,1219,37,82
"2988",71902049,34,119,35,1418,48,163
"2989",71902051,40,20,43,1834,63,268
"2990",71902052,65,20,48,2273,80,145
"2991",71902053,78,54,68,2797,76,762
"2992",71902054,100,12,34,1433,12,-3
"2993",71902055,50,212,49,1325,64,321
"2994",71902056,33,49,45,2602,47,190
"2995",71902057,,,,,,
"2996",71902102,,,27,277,,
"2997",71902103,,,48,403,57,7
"2998",71902104,,,32,-3,,
"2999",71902105,43,82,38,139,61,94
"3000",71902106,,,44,185,,
"3001",71902107,,,40,437,0,5
"3002",71902109,-1,-1,44,509,-1,-1
"3003",71902110,-1,-1,54,572,-1,-1
"3004",71902111,,,34,504,,
"3005",71902112,,,40,539,56,9
"3006",71902113,6,16,34,444,20,10
"3007",71902114,,,40,246,,
"3008",71902115,41,17,37,294,64,11
"3009",71902116,25,36,39,483,51,51
"3010",71902118,,,27,542,-1,-1
"3011",71902119,,,65,-3,,
"3012",71902121,,,47,-3,,
"3013",71902123,63,35,54,390,83,69
"3014",71902125,,,72,407,,
"3015",71902128,50,44,38,401,15,39
"3016",71902129,50,30,41,1485,49,127
"3017",71902130,100,8,49,1160,77,155
"3018",71902131,41,112,61,210,64,257
"3019",71902133,60,15,45,458,52,27
"3020",71902134,41,27,43,537,68,40
"3021",71902135,82,17,50,381,66,32
"3022",71902136,-1,-1,48,361,,
"3023",71902138,,,40,282,57,7
"3024",71902140,45,11,27,236,31,-3
"3025",71902141,-1,-1,35,461,56,9
"3026",71902142,57,21,54,465,53,49
"3027",71902143,56,9,32,335,38,8
"3028",71902146,35,17,50,458,65,74
"3029",71902147,-1,-1,48,451,71,101
"3030",71902148,,,53,-3,-1,-1
"3031",71902149,38,8,55,485,30,10
"3032",71902150,79,14,44,550,71,-3
"3033",71902151,-1,-1,59,285,65,34
"3034",71902153,15,13,32,457,50,16
"3035",71902155,-1,-1,38,436,59,-3
"3036",71902156,-1,-1,47,388,55,29
"3037",71902158,57,35,39,353,55,74
"3038",71902159,93,15,71,670,84,134
"3039",71902160,100,6,58,547,79,136
"3040",71902161,49,61,44,426,60,169
"3041",71902162,50,6,68,327,78,32
"3042",71902163,-1,-1,50,513,62,29
"3043",71902165,18,38,38,405,72,25
"3044",71902166,13,8,58,522,54,65
"3045",71902167,,,45,550,100,5
"3046",71902168,71,-3,70,529,76,213
"3047",71902169,67,6,24,437,33,9
"3048",71902171,,,,,,
"3049",71902174,36,-3,45,586,47,19
"3050",71902175,36,92,50,250,42,195
"3051",71902177,66,41,67,687,80,238
"3052",71902178,39,92,52,647,56,154
"3053",71902181,,,,,,
"3054",71903001,,,47,1074,60,10
"3055",71903041,,,42,1355,86,14
"3056",71903103,,,47,930,,
"3057",71903105,,,50,294,,
"3058",71904001,-1,-1,45,1569,43,-3
"3059",71904041,,,37,1773,,
"3060",71904101,,,33,-3,-1,-1
"3061",71904102,,,,,,
"3062",71904103,,,42,-3,-1,-1
"3063",71904104,,,50,-3,-1,-1
"3064",71905001,53,15,57,2610,85,40
"3065",71905002,43,14,68,1174,81,64
"3066",71905003,66,126,57,2064,68,146
"3067",71905004,60,5,54,2050,60,15
"3068",71905005,60,-3,49,1552,75,16
"3069",71905007,36,33,60,1921,68,90
"3070",71905008,-1,-1,65,2550,73,22
"3071",71905010,,,24,96,,
"3072",71905014,,,,,,
"3073",71905017,100,-3,88,420,93,27
"3074",71905018,92,25,88,1002,93,45
"3075",71905033,-1,-1,9,-3,,
"3076",71905042,36,185,38,3262,51,250
"3077",71905043,40,40,62,4412,65,224
"3078",71905044,45,11,39,1614,56,18
"3079",71905046,,,32,1709,40,5
"3080",71905048,18,33,37,998,48,84
"3081",71905050,38,37,45,1652,57,77
"3082",71905052,,,41,1252,33,-3
"3083",71905055,11,-3,44,2585,55,40
"3084",71905056,45,11,45,3590,50,26
"3085",71905101,-1,-1,43,616,-1,-1
"3086",71905103,-1,-1,38,-3,,
"3087",71905104,-1,-1,57,472,0,5
"3088",71905105,41,27,55,684,55,49
"3089",71905106,19,16,61,1639,76,68
"3090",71905107,73,11,58,823,57,53
"3091",71905108,20,-3,41,667,-1,-1
"3092",71905109,-1,-1,43,658,-1,-1
"3093",71905110,,,45,-3,-1,-1
"3094",71905112,,,44,491,100,5
"3095",71905113,26,19,53,679,13,15
"3096",71905114,,,71,368,,
"3097",71905116,-1,-1,52,663,-1,-1
"3098",71905117,63,8,62,952,82,49
"3099",71905118,-1,-1,56,349,-1,-1
"3100",71905119,,,51,612,13,8
"3101",71905120,86,7,51,1025,27,41
"3102",71905121,-1,-1,53,621,-1,-1
"3103",71905122,,,43,-3,-1,-1
"3104",71905123,,,52,464,40,-3
"3105",71905124,76,21,61,857,63,30
"3106",71905127,,,31,-3,-1,-1
"3107",71905128,58,19,67,777,70,46
"3108",71905129,38,16,63,804,80,20
"3109",71905130,,,50,-3,-1,-1
"3110",71905131,11,9,51,634,74,31
"3111",71905132,92,12,61,764,80,50
"3112",71905133,,,53,-3,-1,-1
"3113",71905134,,,,,,
"3114",71905135,,,45,586,100,8
"3115",71905136,49,74,52,862,60,108
"3116",71905138,,,68,1459,59,17
"3117",71905139,,,36,540,,
"3118",71905141,53,15,56,717,89,38
"3119",71905142,84,32,71,469,71,51
"3120",71905145,,,38,-3,,
"3121",71905146,-1,-1,45,886,-1,-1
"3122",71905147,,,,,,
"3123",71906001,-1,-1,59,341,50,-3
"3124",71906041,-1,-1,45,512,42,-3
"3125",71906101,,,36,486,-1,-1
"3126",71907001,85,13,50,2144,70,50
"3127",71907003,100,-3,89,363,100,35
"3128",71907041,38,-3,45,1743,70,53
"3129",71907042,42,12,43,1766,52,44
"3130",71907101,80,5,47,638,61,23
"3131",71907102,,,39,384,58,12
"3132",71907103,55,11,45,590,54,26
"3133",71907104,,,43,469,76,-3
"3134",71907105,64,14,47,582,38,40
"3135",71907106,63,16,62,530,84,50
"3136",71908001,,,32,548,,
"3137",71908041,,,31,685,,
"3138",71908044,,,30,514,,
"3139",71908101,,,,,,
"3140",71909001,57,7,49,3580,50,28
"3141",71909002,91,23,66,3442,69,97
"3142",71909003,,,,,,
"3143",71909004,77,56,59,3310,66,83
"3144",71909005,76,74,62,2560,71,91
"3145",71909006,,,,,,
"3146",71909007,100,7,94,494,100,9
"3147",71909008,55,44,56,3002,70,87
"3148",71909009,-1,-1,18,87,20,-3
"3149",71909011,55,174,66,2897,75,173
"3150",71909041,13,8,35,1765,-1,-1
"3151",71909042,,,38,1859,37,19
"3152",71909043,22,9,55,1916,56,50
"3153",71909044,42,62,48,2501,50,84
"3154",71909045,64,22,47,2077,47,34
"3155",71909046,63,91,58,2883,73,161
"3156",71909047,39,119,55,2189,53,180
"3157",71909048,38,96,47,2818,67,138
"3158",71909049,56,142,50,2618,64,188
"3159",71909101,,,45,553,-1,-1
"3160",71909102,,,54,770,25,8
"3161",71909103,-1,-1,60,629,78,-3
"3162",71909104,-1,-1,52,653,,
"3163",71909105,43,28,61,953,73,52
"3164",71909106,65,17,52,688,50,-3
"3165",71909107,,,48,670,38,8
"3166",71909109,50,12,53,516,50,30
"3167",71909110,,,,,,
"3168",71909111,,,50,1066,44,-3
"3169",71909112,17,12,49,754,36,25
"3170",71909113,48,25,48,856,55,51
"3171",71909114,38,8,47,991,73,26
"3172",71909115,37,30,52,1027,52,25
"3173",71909116,57,7,47,2002,59,49
"3174",71909117,,,54,1525,28,18
"3175",71909118,,,,,,
"3176",71909119,48,54,57,1372,64,95
"3177",71909120,-1,-1,49,2098,50,16
"3178",71909121,70,20,65,795,76,34
"3179",71909122,48,27,52,1750,82,60
"3180",71909123,40,72,52,1870,44,93
"3181",71909124,69,74,61,2311,68,153
"3182",71909125,56,43,51,892,55,65
"3183",71909126,71,31,52,1309,65,52
"3184",71909127,50,38,56,918,83,40
"3185",71909128,81,36,39,867,72,50
"3186",71909129,53,55,61,1179,64,107
"3187",71909130,83,6,39,922,,
"3188",71909131,40,40,48,836,63,43
"3189",71909132,56,32,63,591,54,59
"3190",72801001,,,23,13,37,27
"3191",72801101,-1,-1,59,27,62,84
"3192",72801102,33,-3,18,11,63,8
"3193",72801103,,,36,-3,-1,-1
"3194",72801104,,,46,-3,-1,-1
"3195",72801107,,,35,57,80,5
"3196",72801108,18,34,25,40,31,16
"3197",72801109,,,21,53,,
"3198",72801110,-1,-1,29,41,38,50
"3199",72801112,17,6,35,86,42,83
"3200",72801113,33,6,35,72,72,43
"3201",72801115,,,53,72,,
"3202",72801116,,,43,56,,
"3203",72801117,19,-3,43,42,63,8
"3204",72801118,17,24,29,14,67,12
"3205",72801121,43,40,39,54,45,38
"3206",72801128,50,-3,71,17,70,10
"3207",72801129,,,41,56,63,8
"3208",72801130,,,77,-3,-1,-1
"3209",72801131,18,56,23,57,55,-3
"3210",72801135,-1,-1,-1,-1,72,29
"3211",72801136,-1,-1,62,-3,75,32
"3212",72801137,,,29,-3,44,94
"3213",72801138,-1,-1,25,20,36,81
"3214",72801139,50,6,30,53,83,6
"3215",72801141,,,46,13,63,-3
"3216",72801142,80,-3,26,70,46,95
"3217",72801143,,,38,-3,-1,-1
"3218",72801144,0,7,54,24,42,26
"3219",72801145,26,57,31,331,34,289
"3220",72801146,,,30,-3,-1,-1
"3221",72801147,56,32,33,9,-1,-1
"3222",72801148,12,17,-1,-1,71,34
"3223",72801149,-1,-1,42,26,40,-3
"3224",72801150,,,18,45,43,-3
"3225",72802001,,,11,37,25,51
"3226",72802002,,,0,-3,80,5
"3227",72901101,,,26,-3,42,118
"3228",72902001,33,9,50,593,62,352
"3229",72902101,,,89,100,86,42
"3230",72902102,-1,-1,47,425,64,226
"3231",72903001,46,24,50,506,72,788
"3232",72903041,0,9,38,709,58,1121
"3233",72903101,,,,,,
"3234",72903102,,,,,,
"3235",72903103,20,25,36,471,61,833
"3236",72903104,35,17,40,438,58,799
"3237",72904101,-1,-1,59,22,40,310
"3238",72908001,,,45,64,63,248
"3239",72909001,,,40,216,59,208
"3240",72910101,,,33,46,50,155
"3241",73901001,44,142,34,497,56,159
"3242",73903001,28,239,32,149,44,25
"3243",73903041,14,288,17,188,21,-3
"3244",73903103,12,282,16,175,13,-3
"3245",73904101,-1,-1,33,40,62,228
"3246",73905001,41,44,55,104,40,180
"3247",73905041,20,30,37,101,24,160
"3248",73905102,34,38,33,116,33,143
"3249",73905103,20,-3,62,26,15,34
"3250",74903001,22,54,38,207,53,376
"3251",74903041,33,66,22,235,37,532
"3252",74903102,28,82,27,313,41,510
"3253",74903103,,,,,,
"3254",74903104,6,-3,33,66,52,128
"3255",74904001,,,57,53,61,562
"3256",74905001,38,8,21,14,40,187
"3257",74905101,,,0,10,38,202
"3258",74907001,45,38,53,57,67,187
"3259",74907041,24,25,31,84,43,281
"3260",74907101,32,28,35,93,52,226
"3261",74909001,0,7,38,60,45,291
"3262",74909041,0,6,37,115,38,405
"3263",74909101,-1,-1,36,28,44,72
"3264",74909102,0,6,35,75,38,239
"3265",74911001,17,6,40,52,59,190
"3266",74911101,,,38,29,45,185
"3267",74912001,-1,-1,61,66,66,221
"3268",74912041,33,6,28,113,38,378
"3269",74912101,17,-3,41,34,52,132
"3270",74917001,,,58,45,56,462
"3271",74917101,-1,-1,50,38,47,337
"3272",75901001,67,33,67,363,77,265
"3273",75901102,25,8,42,203,72,128
"3274",75901103,,,,,,
"3275",75902001,36,95,47,290,75,386
"3276",75902041,46,80,36,408,59,514
"3277",75902102,32,94,33,505,57,663
"3278",75903001,19,129,41,311,58,303
"3279",75903102,20,71,27,198,52,149
"3280",75906001,27,11,22,59,63,314
"3281",75908001,0,-3,50,46,64,155
"3282",75908101,-1,-1,46,54,66,134
"3283",76903001,,,71,21,96,54
"3284",76903101,50,6,19,111,42,234
"3285",76904001,56,9,39,141,46,96
"3286",76904101,20,-3,49,65,63,76
"3287",77901001,20,10,54,205,70,54
"3288",77901003,,,,,,
"3289",77901004,,,,,,
"3290",77901041,36,-3,27,293,49,45
"3291",77901101,20,-3,30,431,55,80
"3292",77902001,,,35,177,50,-3
"3293",77902041,-1,-1,28,253,44,70
"3294",77902101,33,-3,25,189,53,40
"3295",78901001,17,6,30,148,43,160
"3296",79901001,48,692,48,1521,74,277
"3297",79901002,54,355,48,2074,50,205
"3298",79901003,73,518,68,818,83,723
"3299",79901004,,,,,,
"3300",79901008,,,,,,
"3301",79901009,75,894,75,924,87,1207
"3302",79901010,63,336,72,374,82,703
"3303",79901041,41,894,44,2045,62,496
"3304",79901042,32,701,34,3588,39,368
"3305",79901043,59,956,58,1404,78,1274
"3306",79901044,61,1304,62,1719,81,2122
"3307",79901045,57,568,58,750,70,1560
"3308",79901101,44,32,42,318,50,76
"3309",79901102,37,30,37,652,35,74
"3310",79901105,51,120,51,451,77,69
"3311",79901107,47,85,48,359,32,41
"3312",79901108,14,51,36,549,62,53
"3313",79901109,49,37,62,707,95,41
"3314",79901110,28,101,50,149,73,662
"3315",79901111,64,205,65,141,88,93
"3316",79901112,52,246,43,614,36,130
"3317",79901114,62,125,63,223,70,373
"3318",79901115,77,56,71,126,80,423
"3319",79901116,28,108,40,625,67,-3
"3320",79901117,,,,,,
"3321",79901118,29,68,48,375,100,6
"3322",79901119,54,41,79,139,81,510
"3323",79901120,69,58,75,197,84,477
"3324",79901121,40,225,52,182,51,133
"3325",79901122,46,154,39,262,56,248
"3326",79901123,68,322,63,211,72,149
"3327",79901125,42,292,51,469,47,183
"3328",79901126,71,317,67,272,78,269
"3329",79901127,63,208,60,270,73,473
"3330",79901133,,,,,,
"3331",79901139,49,263,46,358,57,173
"3332",79901140,59,162,59,189,68,334
"3333",79901141,60,165,54,197,66,249
"3334",79901142,46,147,55,232,70,346
"3335",79906001,43,44,64,641,78,585
"3336",79906008,,,,,,
"3337",79906041,19,74,47,909,64,924
"3338",79906042,38,42,40,744,60,756
"3339",79906102,56,16,42,206,67,218
"3340",79907001,59,685,60,701,78,476
"3341",79907002,27,886,40,1011,44,9
"3342",79907004,70,195,79,347,86,733
"3343",79907005,58,516,55,1080,72,320
"3344",79907006,55,1050,60,498,82,408
"3345",79907007,74,412,63,520,82,513
"3346",79907008,51,1761,46,857,76,37
"3347",79907010,,,,,,
"3348",79907011,56,1330,47,1555,58,111
"3349",79907012,39,1240,38,628,45,11
"3350",79907013,71,881,65,736,79,817
"3351",79907016,69,814,55,1062,87,1142
"3352",79907038,,,,,,
"3353",79907041,45,1166,49,929,72,643
"3354",79907042,32,1784,30,992,43,37
"3355",79907043,47,486,42,1277,59,623
"3356",79907044,40,1086,49,549,76,440
"3357",79907045,51,360,50,478,73,702
"3358",79907046,21,1151,29,1410,15,13
"3359",79907047,37,1087,32,1432,39,93
"3360",79907048,32,2099,33,1213,42,-3
"3361",79907049,58,817,47,737,69,508
"3362",79907050,62,305,66,410,76,818
"3363",79907051,70,335,73,409,83,795
"3364",79907052,48,890,47,1008,74,821
"3365",79907053,46,1097,40,1010,52,118
"3366",79907054,57,1163,60,892,71,1108
"3367",79907055,45,640,42,925,74,1224
"3368",79907101,27,464,33,307,-1,-1
"3369",79907102,38,151,48,149,63,118
"3370",79907108,25,277,21,112,0,8
"3371",79907109,14,158,29,462,88,-3
"3372",79907110,44,85,46,187,68,155
"3373",79907111,30,298,35,147,49,103
"3374",79907112,34,354,38,204,63,103
"3375",79907113,32,376,44,145,-1,-1
"3376",79907114,44,105,32,561,32,62
"3377",79907115,29,317,33,133,40,35
"3378",79907116,30,244,38,559,50,22
"3379",79907117,59,-3,58,96,69,166
"3380",79907118,39,127,33,250,45,31
"3381",79907119,49,49,48,298,56,244
"3382",79907120,47,103,55,163,58,169
"3383",79907121,43,351,42,110,68,56
"3384",79907122,28,416,56,27,30,10
"3385",79907123,34,79,53,133,68,218
"3386",79907124,37,233,43,182,38,29
"3387",79907125,47,98,57,169,62,512
"3388",79907126,50,190,55,139,69,166
"3389",79907127,58,91,52,156,61,135
"3390",79907128,60,89,62,87,77,293
"3391",79907129,44,197,33,527,33,18
"3392",79907130,70,64,63,126,75,279
"3393",79907131,36,511,59,82,57,14
"3394",79907132,29,235,43,84,72,175
"3395",79907133,33,165,28,475,31,26
"3396",79907134,34,348,34,110,80,5
"3397",79907135,80,60,82,92,77,257
"3398",79907136,56,95,63,161,77,231
"3399",79907137,69,278,61,227,81,638
"3400",79907138,40,311,39,223,54,265
"3401",79907139,38,394,31,568,33,6
"3402",79907140,59,158,49,138,65,106
"3403",79907141,44,311,47,218,61,41
"3404",79907142,66,210,78,160,77,850
"3405",79907143,48,340,31,494,32,28
"3406",79907144,21,167,38,442,64,11
"3407",79907145,60,286,59,233,69,336
"3408",79907146,40,416,38,195,62,13
"3409",79907147,63,-3,76,71,81,165
"3410",79907148,42,266,51,122,67,192
"3411",79907149,50,263,41,153,31,58
"3412",79907150,35,258,42,925,61,31
"3413",79907151,62,176,64,70,76,105
"3414",79907152,59,139,63,101,72,189
"3415",79907153,58,206,51,105,75,334
"3416",79907154,52,294,54,214,62,214
"3417",79907155,40,449,38,175,35,46
"3418",79907157,,,,,,
"3419",79907158,,,,,,
"3420",79910001,48,705,42,741,57,46
"3421",79910041,44,746,47,854,46,35
"3422",79910101,,,,,,
"3423",79910102,31,477,29,592,40,35
"3424",79910103,38,561,41,623,45,44
"3425",80901001,23,56,43,157,57,480
"3426",80901041,28,107,42,386,53,914
"3427",80901103,22,23,39,145,37,360
"3428",81902002,58,98,72,157,87,340
"3429",81902041,22,137,33,271,47,709
"3430",81902043,34,133,32,262,45,586
"3431",81902101,,,,,,
"3432",81904001,56,-3,78,139,73,256
"3433",81904003,40,-3,-1,-1,6,16
"3434",81904041,24,114,34,297,50,543
"3435",81904102,29,34,38,122,45,221
"3436",81905002,56,18,30,30,60,103
"3437",81905041,19,-3,22,68,42,241
"3438",81905102,38,-3,36,61,43,206
"3439",81906101,36,22,19,21,29,189
"3440",82902001,,,37,386,74,35
"3441",82902041,-1,-1,28,568,58,60
"3442",82902101,,,32,504,38,42
"3443",82903001,50,6,36,865,62,37
"3444",82903041,-1,-1,26,1275,44,99
"3445",82903103,-1,-1,27,1271,60,42
"3446",82903104,,,,,,
"3447",83901001,9,-3,33,769,44,90
"3448",83902001,,,31,94,62,125
"3449",83903001,31,16,39,628,67,491
"3450",83903002,,,21,29,29,17
"3451",83903041,0,-3,25,1052,48,836
"3452",83903101,38,21,36,675,63,602
"3453",83903102,-1,-1,39,212,62,210
"3454",83903103,,,,,,
"3455",84802001,36,133,31,905,39,278
"3456",84802002,21,38,38,89,42,142
"3457",84804101,24,178,34,127,38,53
"3458",84901001,50,906,54,2181,62,1098
"3459",84901009,13,16,49,43,32,19
"3460",84901010,,,,,,
"3461",84901011,,,,,,
"3462",84901012,,,,,,
"3463",84901014,,,,,,
"3464",84901041,36,600,46,1059,58,742
"3465",84901042,25,198,31,960,45,274
"3466",84901043,52,227,45,897,69,518
"3467",84901044,32,304,31,375,43,306
"3468",84901051,40,455,42,1731,59,802
"3469",84901101,31,49,42,404,41,154
"3470",84901102,34,122,53,171,62,169
"3471",84901105,36,64,32,437,61,70
"3472",84901106,36,140,39,271,57,162
"3473",84901107,44,98,49,291,58,204
"3474",84901108,47,15,37,347,52,183
"3475",84901109,44,79,56,225,70,187
"3476",84902001,28,720,39,1451,63,627
"3477",84902003,,,,,,
"3478",84902006,19,481,24,930,29,436
"3479",84902007,25,36,42,84,31,35
"3480",84902041,79,146,79,619,85,776
"3481",84902042,24,632,41,667,40,202
"3482",84902102,-1,-1,38,109,37,109
"3483",84902104,50,178,65,271,62,114
"3484",84902106,47,59,63,292,66,256
"3485",84902107,37,218,41,160,60,136
"3486",84902114,,,,,,
"3487",84902115,10,-3,38,277,43,79
"3488",84902117,,,,,,
"3489",84903001,-1,-1,57,21,68,203
"3490",84906001,37,723,48,1442,61,860
"3491",84906002,20,927,25,290,49,92
"3492",84906006,,,,,,
"3493",84906014,,,,,,
"3494",84906041,31,564,45,1402,55,808
"3495",84906043,15,872,24,391,36,137
"3496",84906101,26,396,37,1070,42,609
"3497",84906102,38,115,33,239,42,89
"3498",84906103,15,100,35,320,34,83
"3499",84906104,36,88,52,222,58,207
"3500",84906105,26,101,36,289,41,187
"3501",84906109,,,,,,
"3502",84906110,,,,,,
"3503",84906111,14,873,20,379,31,124
"3504",84908001,28,320,39,206,58,137
"3505",84908042,21,336,28,263,32,204
"3506",84908103,31,367,33,324,41,197
"3507",84908104,,,,,,
"3508",84908106,,,,,,
"3509",84909001,-1,-1,41,438,48,1349
"3510",84909003,,,,,,
"3511",84909041,25,36,34,641,40,2349
"3512",84909103,,,,,,
"3513",84909104,45,20,44,583,51,2003
"3514",84910001,53,377,53,1062,75,1369
"3515",84910002,55,252,57,933,82,1083
"3516",84910003,49,362,56,1119,76,751
"3517",84910004,20,5,35,52,49,132
"3518",84910005,,,,,,
"3519",84910008,,,,,,
"3520",84910009,61,316,64,996,79,1713
"3521",84910010,93,30,85,161,95,145
"3522",84910011,65,189,61,879,77,2025
"3523",84910042,56,-3,62,614,67,1688
"3524",84910043,25,275,43,1047,64,996
"3525",84910044,33,281,38,1058,62,1125
"3526",84910045,52,-3,63,709,80,1826
"3527",84910046,33,206,46,692,57,1424
"3528",84910047,34,217,38,938,51,893
"3529",84910048,36,300,47,930,57,1705
"3530",84910049,47,329,56,1112,78,818
"3531",84910050,40,182,52,755,62,1427
"3532",84910051,29,319,36,878,56,759
"3533",84910101,23,71,41,269,57,300
"3534",84910102,48,29,43,236,56,503
"3535",84910103,41,41,48,403,51,159
"3536",84910104,42,79,42,234,55,416
"3537",84910105,41,34,48,170,59,568
"3538",84910106,50,16,43,556,56,293
"3539",84910107,31,147,40,569,48,81
"3540",84910108,40,136,39,233,53,253
"3541",84910110,50,100,47,277,64,210
"3542",84910111,28,76,43,162,66,279
"3543",84910112,40,67,48,498,56,288
"3544",84910115,41,-3,55,260,64,684
"3545",84910116,31,-3,37,174,62,318
"3546",84910117,44,54,54,203,63,606
"3547",84910118,73,11,46,357,85,317
"3548",84910119,47,66,41,317,55,412
"3549",84910120,36,47,47,161,58,527
"3550",84910121,18,98,49,232,60,350
"3551",84910122,40,83,44,326,64,559
